Uporabnisko ime,Handle,Cas,Body,Retweet,Reply,Likes
Elon Musk,@elonmusk,2023-03-31 07:59:41,Works (almost) every time,"3,298","3,343",52.4K
Elon Musk,@elonmusk,2023-03-31 05:56:45,Algorithm goes open source at noon Pacific Time,21.3K,"8,837",216.9K
Elon Musk,@elonmusk,2023-03-31 05:45:41,"If you don’t like reality, just ignore it",113.2K,33.7K,597.1K
Elon Musk,@elonmusk,2023-03-31 02:36:34,"Important to establish whether someone actually belongs to an organization or not so as to avoid impersonation Twitter Verified
@verified
·
Mar 31
Verified Organizations is a new way for organizations and their affiliates to distinguish themselves on Twitter. Rather than relying on Twitter to be the sole arbiter of truth for which accounts should be verified, vetted organizations that sign up for https://T.co/VerifiedOrgs… Show more","9,229","5,785",94.5K
Tesla Europe,@tesla_europe,2023-03-30 18:57:30,"Brewed for cyborgs, made by humans—Giga Bier now available → https://gigabier.tesla.com/en_ie/gigabier ","2,310","1,180",16.8K
Elon Musk,@elonmusk,2023-03-30 06:37:44,"Old joke about agnostic technologists building artificial super intelligence to find out if there’s a God.

They finally finish & ask the question.

AI replies: “There is now, mfs!!”",26.5K,17.1K,227.9K
SpaceX,@SpaceX,2023-03-29 22:34:24,"Starlink ahora disponible en Ecuador → starlink.com
Starlink
SpaceX is developing a low latency, broadband internet system to meet the needs of consumers across the globe. Enabled by a constellation of low Earth orbit satellites, Starlink will provide fast,...","2,681",595,14K
SpaceX,@SpaceX,2023-03-29 20:10:36,Falcon 9’s first stage has landed on the Just Read the Instructions droneship ,"4,039","1,353",31K
SpaceX,@SpaceX,2023-03-29 20:01:51,"Liftoff! 0:16
951.5K views","3,620",897,29.9K
Elon Musk,@elonmusk,2023-03-28 19:38:23,"Forgot to mention that accounts you follow directly will also be in For You, since you have explicitly asked for them",12.3K,13.2K,113.7K
Elon Musk,@elonmusk,2023-03-28 04:11:53,"Of course, you need to have good customer service for money. 

Working on it …","7,254","8,248",86.5K
Elon Musk,@elonmusk,2023-03-28 03:22:28,I’m old enough to remember ,32.6K,15.3K,368.8K
Elon Musk,@elonmusk,2023-03-28 01:55:02,"That said, it’s ok to have verified bot accounts if they follow terms of service & don’t impersonate a human","4,120","4,569",32.2K
Elon Musk,@elonmusk,2023-03-27 23:54:57,"Starting April 15th, only verified accounts will be eligible to be in For You recommendations.

The is the only realistic way to address advanced AI bot swarms taking over. It is otherwise a hopeless losing battle.

Voting in polls will require verification for same reason.",91.2K,54.9K,211.8K
Elon Musk,@elonmusk,2023-03-27 18:12:29,The good old days ,21.8K,10.5K,292.8K
Elon Musk,@elonmusk,2023-03-27 10:59:56,"To get Blue Check Verified for $7/month, sign up via web at https://T.co/blue","6,670","9,827",42.9K
Elon Musk,@elonmusk,2023-03-27 03:48:31,"Given that modern AI can solve any “prove you’re not a robot” tests, it’s now trivial to spin up 100k human-like bots for less than a penny per account.

Paid verification increases bot cost by ~10,000% & makes it much easier to identify bots by phone & CC clustering.

Obvious… Show more",13.3K,13.2K,116.3K
Elon Musk,@elonmusk,2023-03-27 03:05:24,"It’s more about treating everyone equally. There shouldn’t be a different standard for celebrities imo. William Shatner
@WilliamShatner
·
Mar 26
Hey @elonmusk what’s this about blue checks going away unless we pay Twitter? I’ve been here for 15 years giving my  & witty thoughts all for bupkis. Now you’re telling me that I have to pay for something you gave me for free? What is this-the Colombia Records & Tape Club?",11.6K,12.4K,100.4K
Elon Musk,@elonmusk,2023-03-27 01:57:41,"Prescient Massimo
@Rainmaker1973
·
Mar 26
Arthur C. Clarke about the future of AI. 
—21 September 1964

[source, BBC Archive: https://buff.ly/40DpIgE]",11.2K,"5,589",61.9K
Elon Musk,@elonmusk,2023-03-27 01:54:37,Blooper reel must be amazing ,36.7K,12.9K,467K
Elon Musk,@elonmusk,2023-03-25 20:53:43,"Big congratulations to the Tesla Germany team!! Tesla
@Tesla
·
Mar 25
Giga Berlin hits 5k builds/week—1 year after delivering the first vehicles to customers
Show this thread",10.4K,"6,639",124.2K
Elon Musk,@elonmusk,2023-03-24 22:38:20,"20 launches done, 70+ for rest of year SpaceX
@SpaceX
·
Mar 24
Falcon 9 launches Starlink to orbit, completing our 20th launch of the year","8,341","6,278",86.6K
Elon Musk,@elonmusk,2023-03-24 22:16:08,No but how’s your day ,10.3K,10.4K,129.3K
SpaceX,@SpaceX,2023-03-24 15:52:16,Falcon 9’s first stage has landed on the A Shortfall of Gravitas droneship ,"4,374","1,469",37.9K
SpaceX,@SpaceX,2023-03-24 15:43:59,"Liftoff! 0:19
1M views","3,664",984,31.1K
Elon Musk,@elonmusk,2023-03-24 09:38:38,I’m sure it will be fine ,34.5K,18K,318.5K
Elon Musk,@elonmusk,2023-03-24 07:37:52,"To get Blue Verified for $7/month, sign up via web browser at https://T.co/blue","6,652",10.1K,44.8K
Elon Musk,@elonmusk,2023-03-24 07:01:55,"Any individual person’s Twitter account affiliated with a verified organization is automatically verified Twitter Verified
@verified
·
Mar 23
On April 1st, we will begin winding down our legacy verified program and removing legacy verified checkmarks. To keep your blue checkmark on Twitter, individuals can sign up for Twitter Blue here: https://twitter.com/i/twitter_blue_sign_up… 

Organizations can sign up for https://twitter.com/i/en/verifiedorganizations/apply…… Show more","3,589","2,645",26.1K
Elon Musk,@elonmusk,2023-03-24 06:55:12,Clippy is the real paperclip problem,"3,063","2,990",38.6K
Elon Musk,@elonmusk,2023-03-24 05:34:31,"As part of their investment, Microsoft gained exclusive access to the entire OpenAI codebase",19.1K,10.9K,147.9K
Elon Musk,@elonmusk,2023-03-24 05:27:17,Sure would be ironic if civilization ended because of a fight over browser/search market share,"9,194","6,143",95K
Elon Musk,@elonmusk,2023-03-23 21:31:38,"Twitter Verified now available worldwide! Twitter Blue
@TwitterBlue
·
Mar 23
Twitter Blue is now available globally! Sign up today to get your blue checkmark, prioritized ranking in conversations, half ads, long Tweets, Bookmark Folders, custom navigation, Edit Tweet, Undo Tweet, and more. Sign up here: https://twitter.com/i/twitter_blue_sign_up…","8,112","7,294",53.5K
SpaceX,@SpaceX,2023-03-23 00:03:47,"Starlink is now available in Haiti → starlink.com
Starlink
SpaceX is developing a low latency, broadband internet system to meet the needs of consumers across the globe. Enabled by a constellation of low Earth orbit satellites, Starlink will provide fast,...","3,528","2,084",22.8K
Elon Musk,@elonmusk,2023-03-22 03:28:10,"And if you have enough rooftop solar, you can go off grid for most of year in high latitudes & whole year in low latitudes","3,587","4,740",41.8K
Elon Musk,@elonmusk,2023-03-22 03:24:26,"Tesla Powerwall enables your home to operate normally during a power outage tesla.com
Powerwall | Tesla
Powerwall is a home battery designed to store energy from solar or the grid, so you can use it anytime you want—at night or during an outage.",10.5K,"8,135",88.6K
Twitter Safety,@TwitterSafety,2023-03-21 19:06:15,"We recently partnered with 
@Sprinklr
 for an independent assessment of hate speech on Twitter, which we’ve been sharing data on publicly for several months.

Sprinklr’s AI-powered model found that the reach of hate speech on Twitter is even lower than our own model quantified ","3,271","1,935",18K
Elon Musk,@elonmusk,2023-03-21 01:41:10,"Follow 
@HelpfulNotes
 to read highly rated 
@CommunityNotes","3,199","3,333",24.9K
SpaceX,@SpaceX,2023-03-20 22:22:03,"View from the second stage following last week's launch of SES-18 and SES-19 to a geosynchronous transfer orbit 0:11
2.2M views","6,719","2,931",42.2K
Elon Musk,@elonmusk,2023-03-20 17:44:47," open.spotify.com
RIP Harambe
Emo G Records · Song · 2019","1,966","1,517",22.9K
Elon Musk,@elonmusk,2023-03-19 18:03:13,Cappuccino/latte art is delightful,"2,220","2,712",38.6K
Elon Musk,@elonmusk,2023-03-19 17:50:41,A latte is really just an excuse for adults to order warm milk without sounding like a baby,29K,19K,283.9K
Elon Musk,@elonmusk,2023-03-19 11:48:18,press@twitter.com now auto responds with ,"9,374","9,847",89.2K
Elon Musk,@elonmusk,2023-03-19 05:55:01,en tro py … en tro py … no escaping that for me,"4,852","6,971",53K
Elon Musk,@elonmusk,2023-03-18 23:31:48,"This platform is growing fast! 

Just exceeded 8 billion user-minutes per day … of the most influential, smartest people on Earth ",25.7K,17.2K,245.5K
Elon Musk,@elonmusk,2023-03-18 21:04:43,"In the coming weeks, Twitter will prioritize replies by:

1. People you follow
2. Verified accounts
3. Unverified accounts

Verified accounts are 1000X harder to game by bot & troll armies.

There is great wisdom to the old saying: “You get what you pay for.”",20.9K,18.2K,140.8K
Elon Musk,@elonmusk,2023-03-18 11:25:45,"Very important thread Matt Taibbi
@mtaibbi
·
Mar 17
1.TWITTER FILES #19
The Great Covid-19 Lie Machine
Stanford, the Virality Project, and the Censorship of “True Stories”
Show this thread",35.1K,"6,527",110.9K
Tesla Europe,@tesla_europe,2023-03-18 10:35:44, at Giga Berlin  ,"2,597","1,113",22.5K
Elon Musk,@elonmusk,2023-03-18 10:34:40,Engineering is true magic,25.5K,13.2K,182.9K
Elon Musk,@elonmusk,2023-03-18 01:35:38,"Of Course I Still Love You SpaceX
@SpaceX
·
Mar 17
Falcon 9’s first stage has landed on the Of Course I Still Love You droneship","5,181","4,002",55.9K
Elon Musk,@elonmusk,2023-03-18 01:14:41,"In the months ahead, we will use AI to detect & highlight manipulation of public opinion on this platform.

Let’s see what the psy ops cat drags in …",27.8K,15.4K,170.3K
Elon Musk,@elonmusk,2023-03-18 00:46:33,"Congrats to 
@SpaceX
 team for launching 2 rockets within 4 hours! ","6,187","3,076",78.1K
Elon Musk,@elonmusk,2023-03-18 00:38:32,Peace was never an option ,27.3K,"7,997",317.3K
Elon Musk,@elonmusk,2023-03-18 00:37:19,Archangel-12 ,10.9K,"9,004",271.9K
Elon Musk,@elonmusk,2023-03-17 22:00:05,"Take that, ChatGPT!","2,768","2,055",39.4K
Elon Musk,@elonmusk,2023-03-17 21:58:02,"To meme the impossible meme  
To fight the unbeatable foe  
To bear with unbearable sorrow 
To run where the brave dare not go

To right, the un-rightable rong  
To  pure and chaste from afar
To try when your arms are too weary 
To reach the unreachable  

This is… Show more",15.7K,"8,880",100.9K
Elon Musk,@elonmusk,2023-03-17 21:16:06,"Our “algorithm” is overly complex & not fully understood internally. People will discover many silly things , but we’ll patch issues as soon as they’re found!

We’re developing a simplified approach to serve more compelling tweets, but it’s still a work in progress. That’ll also… Show more","9,153","4,891",94.1K
Elon Musk,@elonmusk,2023-03-17 21:01:39,Twitter will open source all code used to recommend tweets on March 31st,20.9K,"6,291",152K
Elon Musk,@elonmusk,2023-03-16 19:55:48,Describes a significant portion of this platform ,14K,"9,736",125K
Elon Musk,@elonmusk,2023-03-16 19:52:33,"It’s exciting to see more & more public figures engaging in active dialogue on this platform! 

Sure, people will say foolish things from time to time (myself especially), but that’s way better than silence or sanitized “press releases” that’re basically just boring propaganda.",20.5K,"7,896",164.2K
Elon Musk,@elonmusk,2023-03-16 19:46:44,"Best way to fight misinformation is to respond with accurate information, not censorship",66.9K,24.2K,380.4K
Elon Musk,@elonmusk,2023-03-16 19:41:37,"If other party is always wrong
And your party is always right
You are at least partly wrong",13.3K,"9,476",118.5K
Tesla,@Tesla,2023-03-16 19:15:52,Ultra Red ,"4,927","2,657",60.5K
Elon Musk,@elonmusk,2023-03-16 17:50:09,*not terrible,"1,528","2,795",25.8K
Elon Musk,@elonmusk,2023-03-16 17:10:48,You’re terrible & I love you,23.3K,17.1K,166.4K
Elon Musk,@elonmusk,2023-03-16 16:44:11,It’s kinda flattering to be insulted on this site tbh,12.2K,15.7K,145.8K
Elon Musk,@elonmusk,2023-03-16 07:12:32,"You can ring my bell, ring my bell","9,750",16.3K,113.3K
Elon Musk,@elonmusk,2023-03-16 06:28:48,Mis An Thropic Thunder,"2,827","3,405",35.2K
Elon Musk,@elonmusk,2023-03-16 00:29:27,"Microsoft fired their AI safety team? arstechnica.com
Report: Microsoft cut a key AI ethics team
Expert calls decision ""damning,"" says it's time for regulators to get involved.",13.2K,"8,234",72.4K
Elon Musk,@elonmusk,2023-03-15 19:29:12,"Starlink now offers global roaming SpaceX
@SpaceX
·
Mar 15
Starlink now offers a global roaming option for customers traveling to locations where connectivity has been unreliable or completely unavailable → http://starlink.com/roam
Show this thread","9,078","5,617",73.9K
Elon Musk,@elonmusk,2023-03-15 05:24:26,"Funny cause it’s true babylonbee.com
Kim Jong Un Attends Ivy League University To Learn New Brainwashing Techniques
NEW YORK, NY—According to sources, beloved North Korean tyrant and lover of doughnuts Kim Jong Un is now attending Columbia University, a prestigious Ivy League school, to learn new brainwashing...",21K,"6,937",151.6K
SpaceX,@SpaceX,2023-03-15 02:13:59,"Falcon 9 launches Dragon to the 
@space_station ","3,954","1,019",32.6K
SpaceX,@SpaceX,2023-03-15 00:43:49,"Dragon separation confirmed; autonomous docking with the 
@space_station
 on Thursday, March 16 at ~7:52 a.m. ET 0:17
1.1M views","2,216",756,19.6K
Elon Musk,@elonmusk,2023-03-14 17:48:26,"Parents don’t realize the Soviet level of indoctrination that their children are receiving in elite high schools & colleges! Aaron Sibarium
@aaronsibarium
·
Mar 14
NEW: Hundreds of Stanford students lined the halls yesterday to protest the law school’s dean, Jenny Martinez, for apologizing to Kyle Duncan, the judge shouted down last week.

The students effectively subjected Martinez to an intimidating walk of shame.https://freebeacon.com/campus/student-activists-target-stanford-law-school-dean-in-revolt-over-her-apology/…
Show this thread",37.8K,13.8K,172.3K
Elon Musk,@elonmusk,2023-03-14 17:09:31,"The intent is for this site to be fair & impartial, favoring no party, seeking only the least wrong truth. Elon Musk
@elonmusk
·
Mar 14
Fight for truth, whole truth & nothin but! twitter.com/CommunityNotes…",16.6K,15.3K,118.2K
Elon Musk,@elonmusk,2023-03-14 05:17:16,"Fight for truth, whole truth & nothin but! Community Notes
@CommunityNotes
·
Mar 14
Sign up to become a Community Notes contributor: https://twitter.com/i/flow/join-birdwatch…",11.2K,"8,127",81K
Tesla Europe,@tesla_europe,2023-03-13 17:54:20,"Regenerative braking turns our motors into generators, converting kinetic energy into electricity—recharging your Tesla's battery & slowing down the vehicle

Using the motors instead of friction brake means brake pads last longer & need to be replaced less frequently Theo Lagendijk
@theolagendijk
·
Mar 13
Replying to @BrandonTSLA and @Tesla
Last summer we did a #TeslaModel3 road trip trough Europe. I loved driving the mountains there. Uphill because of the amazing power of the #Tesla. Downhill because of the awesome recharging of the battery by the regenerative breaking. So, mountains in Switzerland for me!","2,194","1,519",19.4K
Elon Musk,@elonmusk,2023-03-12 03:02:47,"Yay!! SpaceX
@SpaceX
·
Mar 12
Splashdown of Dragon confirmed – welcome back to Earth, @AstroDuke, @Astro_Josh, @Astro_Wakata, and Anna!
0:14
4.7M views","8,843","7,955",106.9K
Elon Musk,@elonmusk,2023-03-12 01:08:56,“These are the good old days!” – frens,10K,"9,027",92K
SpaceX,@SpaceX,2023-03-12 00:58:05,"Watch Dragon and Crew-5 return to Earth → http://spacex.com/launches SpaceX
@SpaceX
Crew-5 Mission | Return","3,187","1,133",19.1K
Elon Musk,@elonmusk,2023-03-11 11:46:47,The sum of a cult should be greater than the parts/prophets/profits,"8,660","9,874",75.3K
International Space Station,@Space_Station,2023-03-11 07:49:09,"Crew-5 is returning to Earth after undocking from the station in the 
@SpaceX
 Dragon Endurance at 2:20am ET. 
@NASA
 TV coverage of deorbit and splashdown resumes at 8pm ET. More details.. https://go.nasa.gov/3l6gLgE ","3,318","1,264",25.3K
International Space Station,@Space_Station,2023-03-11 05:41:53,"The hatch is now closed between the 
@SpaceX
 Dragon Endurance spacecraft and the space station as the crew prepares for undocking. 
@NASA
 TV coverage resumes at 1:45am ET. More details.. https://go.nasa.gov/3JxyXZU 0:58
1M views","2,517",889,21.1K
Elon Musk,@elonmusk,2023-03-11 05:07:57,Yesterday ,16.6K,"9,712",249.2K
Elon Musk,@elonmusk,2023-03-10 23:31:04,"Chansley got 4 years in prison for a non-violent, police-escorted tour!?

Dave Chapelle was violently assaulted on stage by a guy with a knife. That guy got a $3000 fine & no prison time. Greg Price
@greg_price11
·
Mar 7
BREAKING: Never before seen video of January 6 shows Jacob Chansley, the QAnon Shaman, being led through the Capitol by police the entire time that he was in the building.",95.4K,27.5K,379.2K
Elon Musk,@elonmusk,2023-03-10 23:18:05,"Free Jacob Chansley Chuck Callesto
@ChuckCallesto
·
Mar 10
JUST IN: Censored video re-emerges of Jacob Chansley reading Trump’s tweet, telling protestors to GO HOME and remain peaceful.. 

WON’T SEE THIS ON CNN…
Show this thread
2:15
12.7M views",93.2K,22.2K,328K
Elon Musk,@elonmusk,2023-03-10 00:16:05,"To be alerted about new tweets from any account, tap the bell symbol on the profile page ","8,324",11.3K,77.7K
SpaceX,@SpaceX,2023-03-09 21:21:36,"Falcon 9 launches 40 
@OneWeb
 satellites to orbit, first stage booster returns to Earth ","3,644",983,32.8K
Elon Musk,@elonmusk,2023-03-09 17:04:16,"Concerning Matt Taibbi
@mtaibbi
·
Mar 9
1.  TWITTER FILES:
 Statement to Congress
THE CENSORSHIP-INDUSTRIAL COMPLEX
Show this thread",33.8K,10K,142.2K
Elon Musk,@elonmusk,2023-03-09 09:50:55,Sometimes we miss here at Starbase ,"4,948","5,164",93.4K
Elon Musk,@elonmusk,2023-03-08 22:37:43,  ,31.4K,16.5K,370.3K
Elon Musk,@elonmusk,2023-03-08 21:56:55,"<Insert Cartridge> 
<Run Program> ",30.1K,22.8K,362.5K
Teslaconomics,@Teslaconomics,2023-03-08 00:16:28,"Twitter will be the place where world participants go to find the truth with the least amount of error. 
@elonmusk ","6,656","4,585",44.8K
Gail Alfar,@GailAlfarATX,2023-03-07 20:04:16,"“We don’t want to be one of those lame, one-planet, civilizations, please!!” - 
@elonmusk
 today live on Morgan Stanley Conference.   ","2,310","1,307",18.6K
Elon Musk,@elonmusk,2023-03-07 18:49:05,Livestream interview in 15 mins at Morgan Stanley Conference https://event.webcasts.com/starthere.jsp?ei=1603299&tp_key=5994a5da5f…,"3,669","3,847",29.8K
New York Post,@nypost,2023-03-07 11:58:26,Today's cover: Jan. 6 footage shows Capitol cops escorting QAnon Shaman to Senate floor https://trib.al/G8LBB9C ,22.4K,"3,083",70.2K
New York Post,@nypost,2023-03-07 01:22:17,Footage shows Capitol cop Brian Sicknick uninjured on Jan. 6 https://trib.al/XukSaQ8 ,13.8K,"3,219",53K
Greg Price,@greg_price11,2023-03-07 01:12:21,"BREAKING: Never before seen video of January 6 shows Jacob Chansley, the QAnon Shaman, being led through the Capitol by police the entire time that he was in the building. ",84.1K,12.9K,252.9K
Elon Musk,@elonmusk,2023-03-07 00:51:15,"Be careful to not almost die from using this app too long on the  

I speak from experience ",18.2K,"9,461",133.4K
Elon Musk,@elonmusk,2023-03-07 00:25:41,"This helpful video explains what happened at Twitter today youtube.com
Madagascar 2 Plane Crash Scene","5,917","5,905",49.5K
Elon Musk,@elonmusk,2023-03-06 22:08:42,"Accounts engaging in repeated, egregious weaponization of DMCA on Twitter or encouraging weaponization of DMCA will receive temporary suspensions. 

That said, reasonable media takedown requests are, of course, appropriate and will always be supported.","7,884","5,512",62K
Elon Musk,@elonmusk,2023-03-06 09:59:54,(real article from organization calling itself bbc),"4,330","4,547",69.3K
Elon Musk,@elonmusk,2023-03-06 09:57:26,Sorry for turning Twitter from nurturing paradise into place that has … trolls  ,17.4K,14K,137.7K
Elon Musk,@elonmusk,2023-03-05 23:32:11,"Add Fun to the FDA & rename to FFDA Make fun legal!
76.1%
No, I hate fun.
23.9%
402,015 votes
·
Final results","3,638","4,147",24.3K
Elon Musk,@elonmusk,2023-03-05 07:03:54,How to sabotage an organization … ,25.8K,10.4K,134.9K
Elon Musk,@elonmusk,2023-03-05 01:03:21,"Aiming to roll out ability to reply to individual DMs, use any reaction emoji & encryption later this month","7,084","6,821",69.1K
Elon Musk,@elonmusk,2023-03-04 16:48:05,"We should defund the GEC Jonathan Turley
@JonathanTurley
·
Mar 4
An old saying maintains that you do not have to find a trout in your glass to know someone is watering down the milk. This week Americans found a veritable school of trout in their milk... https://thehill.com/opinion/judiciary/3883931-twitter-discloses-another-possible-government-censorship-effort/…
Show this thread","6,066","2,871",34.5K
Elon Musk,@elonmusk,2023-03-04 13:56:23,Something should be done ,12.8K,25.1K,152.8K
Elon Musk,@elonmusk,2023-03-03 20:02:20,169 mT to orbit this year so far,"4,535","5,511",53.7K
Elon Musk,@elonmusk,2023-03-03 18:56:06,"Stage 1 to stage 2 mass ratio is too high on Falcon 9, necessitating a long entry burn. This is fixed on Starship.","2,067","1,705",20.9K
Elon Musk,@elonmusk,2023-03-03 18:39:00,"Another launch SpaceX
@SpaceX
·
Mar 3
Watch Falcon 9 launch 51 Starlink satellites to orbit → http://spacex.com/launches https://twitter.com/i/broadcasts/1zqJVPADnrMKB…","4,099","2,880",40.9K
Elon Musk,@elonmusk,2023-03-03 18:16:10,"“I used to be in crypto, but now I got interested in AI""",34.1K,34K,274.3K
SpaceX,@SpaceX,2023-03-03 13:06:11,"More pics of Dragon and Crew-6 approaching the 
@space_station
 this morning ","4,218","1,041",29.6K
