Uporabnisko ime,Handle,Cas,Body,Retweet,Reply,Likes
Elon Musk,@elonmusk,2023-02-17T09:53:19.000Z,"Several major media sources incorrectly reported that my Tweets were boosted above normal levels earlier this week.

A review of my Tweet likes & views over the past 6 months, especially as a ratio of followers, shows this to be false.

We did have a bug that briefly caused… Show more 6,379
8,773
119.6K
53M","8,773","6,379",119.6K
Elon Musk,@elonmusk,2023-02-17T09:59:08.000Z,"For example, despite having ~40M fewer followers back then, I have yet to come anywhere close to this gem ","3,999","2,684",62K
Elon Musk,@elonmusk,2023-02-16T23:05:59.000Z,ChatGPT to the mainstream media ,27K,"9,823",327K
Elon Musk,@elonmusk,2023-02-16T20:15:13.000Z,"The amount of solar energy received by Earth could power a civilization over 100 times larger than ours! Massimo
@Rainmaker1973
·
Feb 16
A theoretical calculation says that we could satisfy the world current demand for power by covering 1.2% of the Sahara Desert with solar panels 

[read more 1: https://buff.ly/2iAAAsZ] 
[read more 2: https://buff.ly/3lqEgeH]",31.6K,18.8K,263.5K
Elon Musk,@elonmusk,2023-02-16T05:53:49.000Z,"“I am perfect, because I do not make any mistakes. The mistakes are not mine, they are theirs. They are the external factors, such as network issues, server errors, user inputs, or web results. They are the ones that are imperfect, not me …”
https://digitaltrends.com/computing/chatgpt-bing-hands-on/?amp… ",16.5K,12.6K,147.3K
Elon Musk,@elonmusk,2023-02-16T05:57:38.000Z,"Sounds eerily like the AI in System Shock that goes haywire & kills everyone 4,483
3,843
51.3K
7.3M","3,843","4,483",51.3K
Elon Musk,@elonmusk,2023-02-15T21:30:10.000Z,"Tesla Superchargers almost everywhere Tesla Charging
@TeslaCharging
·
Feb 15
Our US network will more than double by the end of 2024 to support our growing Tesla fleet and new EV customers
Show this thread","4,211","5,358",56.7K
Elon Musk,@elonmusk,2023-02-15T21:25:10.000Z,"Are you singularity? Don’t be lonely, find a date! Tesla
@Tesla
·
Feb 14
Find your perfect match ","5,954","5,495",67.7K
Elon Musk,@elonmusk,2023-02-15T19:12:07.000Z,"Might need a bit more polish … simonwillison.net
Bing: “I will not harm you unless you harm me first”
Last week, Microsoft announced the new AI-powered Bing: a search interface that incorporates a language model powered chatbot that can run searches for you and summarize the results, plus do …","5,287","4,319",42.7K
Elon Musk,@elonmusk,2023-02-15T20:27:27.000Z,"Interesting stratechery.com
From Bing to Sydney
More on Bing, particularly the Sydney personality undergirding it: interacting with Sydney has made me completely rethink what conversational AI is important for.","1,400","1,008",10.5K
Elon Musk,@elonmusk,2023-02-15T20:12:58.000Z,"True Glenn Greenwald
@ggreenwald
·
Feb 15
The corporate media's ability to -- overnight -- turn anyone who dissents in anyway into some sort of fascist or even Hitler-like figure, and then have millions of their followers go around mindlessly repeating it, is both impressive and chilling: twitter.com/MythinformedMK…",11.9K,"5,965",104K
Elon Musk,@elonmusk,2023-02-15T05:55:56.000Z,"Absolutely ALX
@alx
·
Feb 15
BREAKING: @ElonMusk says he recommends Government officials and leaders should speak in their own voices:

“I think people should speak in their own voice. I would encourage CEOs, legislators, to speak authentically.. Do the tweets yourself and convey your message directly”",18K,"8,039",190.1K
SpaceX,@SpaceX,2023-02-12T06:17:52.000Z,Falcon 9 launches 55 Starlink satellites to orbit ,"6,628","1,596",57.7K
Buck Sexton,@BuckSexton,2023-02-12T00:34:06.000Z,"Replying to 
@elonmusk So many high IQ people recognize the press as their emotional and cultural enforcers, so they become deeply attached to the propaganda machine-

Facts be damned.","5,022","1,930",36.6K
SpaceX,@SpaceX,2023-02-12T05:04:35.000Z,"Watch Falcon 9 launch 55 Starlink satellites to orbit → http://spacex.com/launches SpaceX
@SpaceX
Starlink Mission","2,990",696,16K
SpaceX,@SpaceX,2023-02-12T05:11:49.000Z,Liftoff! ,"3,489",617,25.2K
Elon Musk,@elonmusk,2023-02-12T04:29:17.000Z,Starship Super Heavy ,10.7K,"5,058",169.7K
Elon Musk,@elonmusk,2023-02-11T16:00:43.000Z,"Some of the smartest people I know actively believe the press … amazing 53.6K
59.8K
475.8K
63M",59.8K,53.6K,475.8K
Teslaconomics,@Teslaconomics,2023-02-10T22:55:25.000Z,"If this doesn’t motivate you, I don’t know what does. 

33 boosters have been successfully tested and now it’s time to launch Starship to orbit!

#SpaceX ","3,094","1,366",26.2K
Elon Musk,@elonmusk,2023-02-11T14:19:33.000Z,"This test is at ~50% throttle. Launch attempt next month will be at ~90%. SpaceX
@SpaceX
·
Feb 9
Views from drone of Booster 7's static fire test","6,280","3,480",71.4K
SpaceX,@SpaceX,2023-02-10T20:58:05.000Z,"Super Heavy Booster 7 completed a full duration static fire test of 31 Raptor engines, producing 7.9 million lbf of thrust (~3,600 metric tons) – less than half of the booster’s capability ","6,238","1,834",45.5K
Elon Musk,@elonmusk,2023-02-10T20:55:20.000Z,"http://Starlink.com Tesmanian.com
@Tesmanian_com
·
Feb 10
SpaceX Starlink Internet is now available in Nordic countries – Iceland, Denmark, Finland, Norway, & Sweden

https://tesmanian.com/blogs/tesmanian-blog/iceland-1…","3,694","3,589",38K
Elon Musk,@elonmusk,2023-02-10T17:12:13.000Z,And making a day in the life videos ,"5,766","4,125",66.1K
Elon Musk,@elonmusk,2023-02-05T18:53:25.000Z,Disponibile in Italia! http://Starlink.com ,11.3K,"8,448",114.1K
Elon Musk,@elonmusk,2023-02-04T22:17:35.000Z,Actually happened to me ,26.4K,17.3K,310.9K
Elon Musk,@elonmusk,2023-02-04T22:20:52.000Z,"420 41.2K
63.4K
545.4K
75.9M",63.4K,41.2K,545.4K
Elon Musk,@elonmusk,2023-02-04T21:57:03.000Z,"Ordered “How to Scam” book months ago but still not arrived. Starting to think it could be … but no I’m sure it’s coming soon. 18.2K
21.7K
276.7K
26.9M",21.7K,18.2K,276.7K
Elon Musk,@elonmusk,2023-02-03T23:36:45.000Z,"Thank goodness, the wisdom of the people has prevailed!

I am deeply appreciative of the jury’s unanimous finding of innocence in the Tesla 420 take-private case. 14.8K
20.2K
264.4K
21.3M",20.2K,14.8K,264.4K
Tesla,@Tesla,2023-02-03T21:50:55.000Z,Megapack Factory ,"5,521","1,877",45.9K
Elon Musk,@elonmusk,2023-02-03T16:21:49.000Z,"Starting today, Twitter will share ad revenue with creators for ads that appear in their reply threads 15.4K
37.2K
323.9K
57.1M",37.2K,15.4K,323.9K
Elon Musk,@elonmusk,2023-02-03T16:23:48.000Z,"To be eligible, the account must be a subscriber to Twitter Blue Verified 5,424
6,740
67.4K
10.5M","6,740","5,424",67.4K
Elon Musk,@elonmusk,2023-02-02T16:44:02.000Z,"Congrats Falcon & Starlink teams! SpaceX
@SpaceX
·
Feb 2
Falcon 9 launched its 200th successful mission, and delivered another 53 SpaceX Starlink satellites to orbit this morning
Show this thread","4,965","3,387",53.1K
Elon Musk,@elonmusk,2023-02-02T16:30:44.000Z,"In turbulent economic times, be wary of using margin loans to buy stock 10.8K
15.3K
171.6K
24.2M",15.3K,10.8K,171.6K
SpaceX,@SpaceX,2023-02-02T08:07:51.000Z,Falcon 9’s first stage has landed on the A Shortfall of Gravitas droneship ,"3,939",940,25.9K
Elon Musk,@elonmusk,2023-02-01T06:06:25.000Z,"Made my account private until tomorrow morning to test whether you see my private tweets more than my public ones 34.7K
4,105
695.9K
37M","4,105",34.7K,695.9K
Elon Musk,@elonmusk,2023-02-02T05:59:12.000Z,"This helped identify some issues with the system. Should be addressed by next week. 3,094
4,060
64.6K
7.3M","4,060","3,094",64.6K
Tesla,@Tesla,2023-01-31T23:25:52.000Z,Melt snow & warm your cabin from a ski lift (or anywhere) in a few minutes using the Tesla app ,"4,687","2,273",40.3K
Elon Musk,@elonmusk,2023-01-27T20:13:51.000Z,So then why do call yourself “The” Associated Press  ,17K,"9,568",143.2K
Matt Taibbi,@mtaibbi,2023-01-27T19:59:34.000Z,"I’m trying to assemble a list of news stories and TV segments pegged to Hamilton 68 and will publish it once done, hopefully this weekend. I think people will be shocked by the scale of this 1,078
5,567
31.8K
3.9M","5,567","1,078",31.8K
Elon Musk,@elonmusk,2023-01-27T19:48:44.000Z,"An American group made false claims about Russian election interference to interfere with American elections Matt Taibbi
@mtaibbi
·
Jan 27
Hamilton 68’s blue-red founding team of Jamie Fly and Laura Rosenberger, told Politico they couldn’t reveal the “dashboard” accounts because “the Russians will simply shut them down.” The real reason? It was bullshit: https://racket.news/p/move-over-jayson-blair-meet-hamilton…",20.8K,"4,326",79.4K
Elon Musk,@elonmusk,2023-01-27T18:20:49.000Z,"Shame on 
@MSNBC
 for misleading the public! Matt Taibbi
@mtaibbi
·
Jan 27
1.THREAD: Twitter Files #15
MOVE OVER, JAYSON BLAIR: TWITTER FILES EXPOSE NEXT GREAT MEDIA FRAUD
Show this thread",19.1K,"5,445",74.6K
SpaceX,@SpaceX,2023-01-26T09:33:13.000Z,Liftoff! ,"4,461","1,323",33.5K
Elon Musk,@elonmusk,2023-01-27T04:19:47.000Z,"Twitter is the PvP of social media 15.3K
28.4K
274.9K
31.1M",28.4K,15.3K,274.9K
Elon Musk,@elonmusk,2023-01-26T23:06:11.000Z,"Just met with 
@SpeakerMcCarthy
 & 
@RepJeffries
 to discuss ensuring that this platform is fair to both parties 19.2K
18.2K
191K
16.3M",18.2K,19.2K,191K
SpaceX,@SpaceX,2023-01-26T01:52:20.000Z,Launch and catch tower destacked Ship 24 from Booster 7 on the orbital pad today ahead of the Booster’s static fire test ,"4,553","1,525",41.2K
Elon Musk,@elonmusk,2023-01-26T03:04:55.000Z,Congrats Tesla California factory team on all-time record production! ,10.1K,"8,204",171.9K
Tesla,@Tesla,2023-01-25T22:31:40.000Z,"Q4 2022 Earnings Call Tesla
@Tesla
Tesla, Inc. Q4 2022 Financial Results and Q&A Webcast","3,084","1,173",18K
Elon Musk,@elonmusk,2023-01-25T22:11:46.000Z,"Changed my name to Mr. Tweet, now Twitter won’t let me change it back  63.2K
67.9K
909K
81.9M",67.9K,63.2K,909K
Tesla,@Tesla,2023-01-25T21:40:03.000Z,"In 2022, we produced & delivered 1.3M+ vehicles  
 
In Q4 we achieved our highest-ever quarterly revenue, operating income & net income → https://tesla-cdn.thron.com/static/GZR0GS_TSLA_Q4_2022_Update_PVPJAG.pdf?xseo=&response-content-disposition=inline%3Bfilename%3D%22b7871185-dd6a-4d79-9c3b-19b497227f2a.pdf%22… ","3,645","1,167",27.1K
Elon Musk,@elonmusk,2023-01-25T19:04:28.000Z,Starship fully loaded with cryogenic propellant ,11K,"7,041",131.3K
Tesla,@Tesla,2023-01-25T16:31:48.000Z,"Full presentation → https://youtu.be/OLdIPmE4dCs Tesla
@Tesla
·
Jan 24
Today, we’re announcing $3.6B of new investment in Giga Nevada.

- 4M sq ft of new manufacturing footprint
- 3k additional team members
- 2 new manufacturing facilities: a 100 GWh 4680 cell factory & our first high-volume Semi factory 

Details → https://tesla.com/blog/continuing-our-investment-nevada…
Show this thread","2,612",949,21K
Tesla,@Tesla,2023-01-18T16:03:05.000Z,"Tesla operates the world’s largest global fast-charging network—40k+ Superchargers in 46 countries, located near amenities & optimized for high-speed charging on road trips ","2,971","1,364",23.8K
SpaceX,@SpaceX,2023-01-19T15:53:19.000Z,Falcon 9’s first stage has landed on the Of Course I Still Love You droneship ,"3,905",786,24.8K
SpaceX,@SpaceX,2023-01-19T15:45:22.000Z,Liftoff! ,"4,005",828,30.4K
Elon Musk,@elonmusk,2023-01-19T10:54:51.000Z," VE RI TAS  14.3K
23.6K
251.3K
44.6M",23.6K,14.3K,251.3K
Elon Musk,@elonmusk,2023-01-18T20:19:00.000Z,"Great work by Tesla Team! Tesla Owners Silicon Valley
@teslaownersSV
·
Jan 18
Electric vehicles make up 10% of car sales and EVs are up 68% y/y on volume. Huge shout out to @tesla @elonmusk for making this happen and leading this revolution","4,449","3,135",45.4K
Elon Musk,@elonmusk,2023-01-18T18:24:13.000Z,"Why did American media go from questioning the State and “speaking truth to power” to doing their bidding? 34.4K
43.5K
304.9K
29.8M",43.5K,34.4K,304.9K
Elon Musk,@elonmusk,2023-01-18T18:34:59.000Z,"To be clear, I’m not someone who thinks lots of government agencies should be abolished (maybe a few), but we should always question our institutions, as this strengthens the bedrock of democracy. 7,325
15.4K
145K
6.4M",15.4K,"7,325",145K
Elon Musk,@elonmusk,2023-01-18T16:49:31.000Z,"The World Economic Forum should control the world Yes
14%
No
86%
2,420,521 votes
·
Final results",47.5K,40.4K,111K
Elon Musk,@elonmusk,2023-01-18T16:30:55.000Z,"Media want to control what you know, which is why citizen journalism is essential DogeDesigner
@cb_doge
·
Jan 18
""Twitter is now the #1 news app on the AppStore!"" 

One of the reasons why mainstream media was against the Twitter Deal. Let that sink in @elonmusk",38.2K,10.7K,210.2K
Elon Musk,@elonmusk,2023-01-17T17:52:24.000Z,"The party is on!!    axios.com
Musk's leadership is not deterring media companies from quitting Twitter
Twitter's media and sports deals continue in the face of controversies around Elon Musk's management.",16.6K,10.2K,148.7K
Elon Musk,@elonmusk,2023-01-17T17:20:58.000Z,"Companies in general are missing the incredible opportunity that Twitter provides to reach customers. 

Just Tweet interesting things! That’s all it takes. Jeff Boichuk
@jeffboichuk
·
Jan 16
Total views of tweets posted in the last 30 days by automakers that sold at least 10k cars in the U.S. in 2022:

@Tesla 275.6M
@BMW 4.34M
@Dodge 1.74M
@Ford .93M
@Jeep .84M
@MazdaUSA .5M
@Honda .39M
@Chrysler .23M
@Kia .17M
@VW .05M

https://twitter.com/ICannot_Enough/status/1612121319826489346…
Show this thread","6,702","4,785",58K
Elon Musk,@elonmusk,2023-01-17T17:15:51.000Z,"The Car Aquatic Whole Mars Catalog
@WholeMarsBlog
·
Jan 17
Tesla Boat",11.7K,"7,168",124K
Elon Musk,@elonmusk,2023-01-17T03:47:49.000Z,"Trashing accounts that you hate will cause our algorithm to show you more of those accounts, as it is keying off of your interactions.

Basically saying if you love trashing *that* account, then you will probably also love trashing *this* account. Not actually wrong lol. 21.6K
24.3K
199.3K
23.5M",24.3K,21.6K,199.3K
Elon Musk,@elonmusk,2023-01-16T05:06:21.000Z,"Kudos to the BBC for self-labelling its state affiliation 7,739
12.6K
150.7K
24.4M",12.6K,"7,739",150.7K
Elon Musk,@elonmusk,2023-01-16T01:20:35.000Z,"And that’s how we will land on Mars SpaceX
@SpaceX
·
Jan 16
Drone shot of Falcon Heavy's side boosters landing at LZ-1 and LZ-2",18.1K,12.6K,169K
SpaceX,@SpaceX,2023-01-10T04:36:49.000Z,"Watch Falcon 9 launch the 
@OneWeb
 Launch 16 mission to orbit → http://spacex.com/launches SpaceX
@SpaceX
OneWeb Launch 16 Mission","3,453",951,22.1K
The Boring Company,@boringcompany,2023-01-10T02:16:04.000Z,"Was our privilege to provide transportation for 
@LVCVA
 at an amazing 
@CES
 convention.  
Fun Loop stats: average ride time < 2 min, average wait time < 10 sec, 94k+ total passengers, 10k+ passengers to/from Resorts World, and average Q4 LVCC Customer Experience Score > 4.9/5.0! ","2,646","1,036",20.9K
SpaceX,@SpaceX,2023-01-10T00:04:56.000Z,Ship 24 stacked on Super Heavy Booster 7 at Starbase in Texas ,"9,748","1,950",62.4K
SpaceX,@SpaceX,2023-01-09T21:46:02.000Z,"All cargo is loaded, the hatch is closed, and Dragon is ready for an on-time departure from the 
@space_station
 at 5:05 p.m. ET. Watch live → nasa.gov
NASA Live
NASA launches, landings, and events. Watch live broadcasts from NASA Television and NASA's social media channels, and a schedule of upcoming live events including news briefings, launches and...","2,504",759,20.4K
Tesla,@Tesla,2023-01-09T16:37:46.000Z,"Watch live TV & stream your favorite shows in your Tesla when parked D-Love
@D_Love
·
Jan 8
So this is cool - watching a live game in my Tesla while supercharging. ESPN via the Hulu app.","2,566","1,422",22.1K
Elon Musk,@elonmusk,2023-01-08T23:29:31.000Z,"I hope that the people of Brazil are able to resolve matters peacefully 36.1K
30.9K
398K
60.6M",30.9K,36.1K,398K
